entry_num,item1,item1_EN,item2,item2_EN,item3plus,item3plus_EN,compatibility,reason,pg_num,source
242,李子,plum,堅果,nut,N/A,N/A,good,促進兒童成長,135,吃對食物健康100分
243,李子,plum,醋,vinegar,N/A,N/A,bad,營養成分流失,135,吃對食物健康100分
244,李子,plum,蜂蜜,honey,N/A,N/A,bad,降低營養價值,135,吃對食物健康100分
245,芒果,mango,玉米,corn,蝦仁,shrimp,good,維持甲狀腺功能正常,137,吃對食物健康100分
246,芒果,mango,牛奶,milk,N/A,N/A,good,保護眼睛、防癌,137,吃對食物健康100分
247,芒果,mango,乳酪,cheese,N/A,N/A,good,幫助鈣質吸收、抗壓,137,吃對食物健康100分
248,芒果,mango,牛肝,beef liver,N/A,N/A,bad,失去營養價值,137,吃對食物健康100分
249,芒果,mango,胡蘿蔔,carrot,N/A,N/A,bad,營養流失,137,吃對食物健康100分
250,哈密瓜,cantaloupe,芹菜,celery,N/A,N/A,good,養顏美容,138,吃對食物健康100分
251,哈密瓜,cantaloupe,牛奶,milk,N/A,N/A,good,預防癌症、心臟病,138,吃對食物健康100分
252,哈密瓜,cantaloupe,可樂,cola,N/A,N/A,bad,鈣會被消耗掉,138,吃對食物健康100分
253,哈密瓜,cantaloupe,醋,vinegar,N/A,N/A,bad,流失營養成分,138,吃對食物健康100分
254,香瓜,muskmelon,白木耳,white fungus; white wood ear,N/A,N/A,good,增強體力、促進發育,139,吃對食物健康100分
255,香瓜,muskmelon,豬肉,pork,N/A,N/A,bad,減低礦物質吸收,139,吃對食物健康100分
256,香瓜,muskmelon,黃瓜,cucumber,N/A,N/A,bad,使營養流失,139,吃對食物健康100分
257,櫻桃,cherry,哈密瓜,cantaloupe,N/A,N/A,good,預防貧血、增加體力,140,吃對食物健康100分
258,櫻桃,cherry,食鹽,salt,N/A,N/A,good,維持酸鹼平衡,140,吃對食物健康100分
259,櫻桃,cherry,堅果,nut,N/A,N/A,bad,容易靜脈曲張、瘀血,140,吃對食物健康100分
260,櫻桃,cherry,蜂蜜,honey,N/A,N/A,bad,失去營養價值,140,吃對食物健康100分
261,荔枝,lychee,榛果,hazelnut,N/A,N/A,good,可消除疲勞,141,吃對食物健康100分
262,荔枝,lychee,燕麥,oatmeal,N/A,N/A,good,幫助醣類代謝,141,吃對食物健康100分
263,荔枝,lychee,黃瓜,cucumber,N/A,N/A,bad,營養成分流失,141,吃對食物健康100分
264,荔枝,lychee,豬肝,pork liver,N/A,N/A,bad,破壞維生素C,141,吃對食物健康100分
265,西瓜,watermelon,食鹽,salt,N/A,N/A,good,平衡酸鹼度,142,吃對食物健康100分
266,西瓜,watermelon,胡蘿蔔,carrot,N/A,N/A,good,維持皮膚健康,142,吃對食物健康100分
267,西瓜,watermelon,酒,wine; liqueur,N/A,N/A,bad,破壞泛酸造成營養流失,142,吃對食物健康100分
268,西瓜,watermelon,蜂蜜,honey,N/A,N/A,bad,加速維生素C氧化,142,吃對食物健康100分
269,木瓜,papaya,牛奶,milk,N/A,N/A,good,有助於吸收蛋白質,143,吃對食物健康100分
270,木瓜,papaya,豬肉,pork,N/A,N/A,good,有助於吸收蛋白質,143,吃對食物健康100分
271,木瓜,papaya,南瓜,pumpkin,N/A,N/A,bad,降低營養價值,143,吃對食物健康100分
272,木瓜,papaya,牛肝,beef liver,N/A,N/A,bad,失去營養價值,143,吃對食物健康100分
273,芭樂,guava,食鹽,salt,N/A,N/A,good,維持人體酸鹼平衡,145,吃對食物健康100分
274,芭樂,guava,瘦豬肉,lean pork,N/A,N/A,good,促進人體吸收鐵質,145,吃對食物健康100分
275,芭樂,guava,枇杷,loquat,N/A,N/A,good,增加食慾、幫助消化,145,吃對食物健康100分
276,芭樂,guava,龍眼乾,dry longan; dried longan,N/A,N/A,bad,肌肉無力、心律不整,145,吃對食物健康100分
277,芭樂,guava,鮭魚鬆,fried salmon floss; fried salmon fiber,N/A,N/A,bad,腹痛、腹脹、腹瀉,145,吃對食物健康100分
278,葡萄,grape,芝麻,sesame seed,N/A,N/A,good,增強抗氧化力,146,吃對食物健康100分
279,葡萄,grape,糯米,glutinous rice; sticky rice,N/A,N/A,good,預防貧血、消除疲勞,146,吃對食物健康100分
280,葡萄,grape,蘿蔔,radish,N/A,N/A,bad,抑制人體對碘的吸收力,146,吃對食物健康100分
281,葡萄,grape,蝦,shrimp,N/A,N/A,bad,引起胃部不適,146,吃對食物健康100分
282,梨子,pear,芝麻,sesame seed,N/A,N/A,good,調節蛋白質代謝,147,吃對食物健康100分
283,梨子,pear,食鹽,salt,N/A,N/A,good,維持酸鹼平衡,147,吃對食物健康100分
284,梨子,pear,地瓜,sweet potato,N/A,N/A,bad,使腸胃不適,147,吃對食物健康100分
285,柿子,persimmon,葡萄,grape,N/A,N/A,good,有助於攝取維生素C,148,吃對食物健康100分
286,柿子,persimmon,乳酪,cheese,N/A,N/A,good,有助於鈣的吸收,148,吃對食物健康100分
287,柿子,persimmon,螃蟹,crab,N/A,N/A,bad,凝固成不易消化的物質,148,吃對食物健康100分
288,柿子,persimmon,紫菜,nori,N/A,N/A,bad,妨礙鐵質的吸收,148,吃對食物健康100分
289,楊桃,carambola,食鹽,salt,N/A,N/A,good,平衡人體酸鹼值,149,吃對食物健康100分
290,楊桃,carambola,菠菜,spinach,N/A,N/A,good,養顏美容、抗老,149,吃對食物健康100分
291,楊桃,carambola,黃豆,soybean,N/A,N/A,bad,導致消化不良,149,吃對食物健康100分
292,楊桃,carambola,牛奶,milk,N/A,N/A,bad,影響鈣質吸收,149,吃對食物健康100分
293,蘋果,apple,鮑魚,abalone,N/A,N/A,good,預防貧血、養顏美容,151,吃對食物健康100分
294,蘋果,apple,豬肉,pork,N/A,N/A,good,消除疲勞,151,吃對食物健康100分
295,蘋果,apple,胡蘿蔔,carrot,N/A,N/A,good,保健肌膚、增加抵抗力,151,吃對食物健康100分
296,蘋果,apple,洋蔥,onion,N/A,N/A,bad,誘發甲狀腺腫,151,吃對食物健康100分
297,蘋果,apple,蜂蜜,honey,N/A,N/A,bad,可能引起腹瀉,151,吃對食物健康100分
298,橘子,mandarin orange; tangerine,核桃,walnut,N/A,N/A,good,臉色紅潤好氣色、增強體力,152,吃對食物健康100分
299,橘子,mandarin orange; tangerine,柳丁,orange,N/A,N/A,good,增強免疫力、預防感冒,152,吃對食物健康100分
300,橘子,mandarin orange; tangerine,白蘿蔔,white radish,N/A,N/A,bad,抑制對碘的吸收力,152,吃對食物健康100分
301,橘子,mandarin orange; tangerine,牛奶,milk,N/A,N/A,bad,降低營養價值,152,吃對食物健康100分
302,柳丁,orange,美乃滋,mayonnaise,N/A,N/A,good,護膚、防癌、抗老,153,吃對食物健康100分
303,柳丁,orange,奶油,butter,N/A,N/A,good,減少膽固醇吸收,153,吃對食物健康100分
304,柳丁,orange,蝦,shrimp,N/A,N/A,bad,生成不易消化物質,153,吃對食物健康100分
305,柳丁,orange,豬肉,pork,N/A,N/A,bad,生成不利消化物質,153,吃對食物健康100分
306,草莓,strawberry,食鹽,salt,N/A,N/A,good,維持人體酸鹼平衡,155,吃對食物健康100分
307,草莓,strawberry,美乃滋,mayonnaise,N/A,N/A,good,促進血液循環,155,吃對食物健康100分
308,草莓,strawberry,榛果,hazelnut,N/A,N/A,good,預防貧血、增強體力,155,吃對食物健康100分
309,草莓,strawberry,燕麥,oatmeal,N/A,N/A,bad,降低營養價值,155,吃對食物健康100分
310,草莓,strawberry,地瓜,sweet potato,N/A,N/A,bad,腸胃不適,155,吃對食物健康100分
311,蓮霧,wax apple; java apple,芝麻,sesame seed,N/A,N/A,good,恢復血氣、消除疲勞,156,吃對食物健康100分
312,蓮霧,wax apple; java apple,優酪乳,yogurt,N/A,N/A,good,補充鈣質,156,吃對食物健康100分
313,蓮霧,wax apple; java apple,胡蘿蔔,carrot,N/A,N/A,bad,破壞維生素C,156,吃對食物健康100分
314,蓮霧,wax apple; java apple,蘋果,apple,N/A,N/A,bad,產生不易消化物質,156,吃對食物健康100分
315,豬肉,pork,大蒜,garlic,N/A,N/A,good,消除疲勞、提高注意力,160,吃對食物健康100分
316,豬肉,pork,青椒,green bell pepper,N/A,N/A,good,強健脊椎、消除疲勞疼痛,160,吃對食物健康100分
317,豬肉,pork,紅椒,red bell pepper,N/A,N/A,good,強健脊椎、消除疲勞疼痛,160,吃對食物健康100分
318,豬肉,pork,白菜,napa cabbage; chinese cabbage,N/A,N/A,good,補充營養、幫助消化,160,吃對食物健康100分
319,豬肉,pork,蘿蔔,radish,N/A,N/A,good,增強體力、幫助排泄,160,吃對食物健康100分
320,豬肉,pork,茶,tea,N/A,N/A,bad,使腸蠕動減慢、吸收有害物質、容易便秘,160,吃對食物健康100分
321,豬肚,pork belly,白胡椒,white pepper,N/A,N/A,good,治療胃寒，因受寒而虛寒性的胃、十二指腸潰瘍等,161,吃對食物健康100分
322,豬肚,pork belly,啤酒,beer,N/A,N/A,bad,容易造成痛風,161,吃對食物健康100分
323,豬腸,pork intestine,啤酒,beer,N/A,N/A,bad,容易造成痛風,161,吃對食物健康100分
324,牛肚,beef belly,啤酒,beer,N/A,N/A,bad,容易造成痛風,161,吃對食物健康100分
325,豬肝,pork liver,深色葉菜,dark leafy vegetable,N/A,N/A,good,預防貧血、促進生長,163,吃對食物健康100分
326,豬肝,pork liver,番茄,tomato,N/A,N/A,good,預防貧血、增強體力,163,吃對食物健康100分
327,豬肝,pork liver,花椰菜,broccoli,N/A,N/A,bad,影響維生素C和礦物質銅、鐵的吸收,163,吃對食物健康100分
328,豬心,pork heart,蘋果,apple,N/A,N/A,good,消除疲勞、美麗肌膚,164,吃對食物健康100分
329,豬心,pork heart,金針菇,enoki mushroom; enokitake,N/A,N/A,good,安眠好入睡,164,吃對食物健康100分
330,豬心,pork heart,花生,peanut,N/A,N/A,bad,妨礙鋅的吸收,164,吃對食物健康100分
331,豬心,pork heart,茶葉,tea leaf,N/A,N/A,bad,便秘、影響鐵的吸收,164,吃對食物健康100分
332,豬血,pork blood; pig blood curd,柳橙汁,orange juice,N/A,N/A,good,幫助鐵質吸收,165,吃對食物健康100分
333,豬血,pork blood; pig blood curd,豆腐,tofu,深色葉菜,dark leafy vegetable,good,預防貧血,165,吃對食物健康100分
334,豬血,pork blood; pig blood curd,牛奶,milk,N/A,N/A,bad,抑制鐵的吸收,165,吃對食物健康100分
335,豬血,pork blood; pig blood curd,咖啡,coffee,N/A,N/A,bad,抑制鐵的吸收,165,吃對食物健康100分
336,豬腳,pork shank; pork knuckle; ham hock; pork hock; pork foot,花生,peanut,N/A,N/A,good,健胸豐乳,166,吃對食物健康100分
337,豬皮,pork crackling; pork rind,豬腳筋,pork tendon; pork hamstring,紅棗,jujube; red date; chinese date,good,養血安神,166,吃對食物健康100分
338,豬腳,pork shank; pork knuckle; ham hock; pork hock; pork foot,黃豆,soybean,N/A,N/A,bad,降低蛋白質和鈣的吸收,166,吃對食物健康100分
339,火腿,ham,芥花油,canola oil,N/A,N/A,good,消除疲勞,167,吃對食物健康100分
340,火腿,ham,優酪乳,yogurt,N/A,N/A,bad,增加致癌的危險,167,吃對食物健康100分
341,火腿,ham,香蕉,banana,N/A,N/A,bad,增加體內致癌物,167,吃對食物健康100分
342,香腸,sausage,青蔥,scallion; green onion,N/A,N/A,good,可抑制亞硝胺產生,168,吃對食物健康100分
343,香腸,sausage,綠茶,green tea,N/A,N/A,good,降低亞硝酸鹽含量,168,吃對食物健康100分
344,香腸,sausage,秋刀魚,pacific saury; mackerel pike,N/A,N/A,bad,容易在體內產生亞硝胺,168,吃對食物健康100分
345,田雞,frog; field chicken,大蒜,garlic,N/A,N/A,good,提高免疫力,169,吃對食物健康100分
346,田雞,frog; field chicken,檸檬,lemon,N/A,N/A,bad,容易造成消化不良,169,吃對食物健康100分
347,田雞,frog; field chicken,菠菜,spinach,N/A,N/A,bad,降低鈣的吸收率,169,吃對食物健康100分
348,羊肉,lamb; mutton,豆腐,tofu,N/A,N/A,good,降低膽固醇、預防上火,171,吃對食物健康100分
349,羊肉,lamb; mutton,醋,vinegar,N/A,N/A,bad,可能造成腹瀉,171,吃對食物健康100分
350,羊肉,lamb; mutton,西瓜,watermelon,N/A,N/A,bad,易使脾胃功能失調,171,吃對食物健康100分
351,羊肉,lamb; mutton,茶,tea,N/A,N/A,bad,容易造成便秘,171,吃對食物健康100分
352,牛肉,beef,洋蔥,onion,N/A,N/A,good,美膚、消除疲勞、健體提神,174,吃對食物健康100分
353,牛肉,beef,青椒,green bell pepper,N/A,N/A,good,防止動脈硬化、消除疲勞,174,吃對食物健康100分
354,牛肉,beef,芥蘭菜,chinese broccoli; chinese kale,N/A,N/A,good,預防貧血與頭痛、促進生長發育,174,吃對食物健康100分
355,牛肉,beef,豬肉,pork,N/A,N/A,bad,容易消化不良,174,吃對食物健康100分
356,牛肉,beef,栗子,chestnut,N/A,N/A,bad,容易造成腸胃不適,174,吃對食物健康100分
357,牛肉,beef,白酒,white wine,N/A,N/A,bad,容易形成脂肪肝、上火,174,吃對食物健康100分
358,烏骨雞,silkie fowl,竹笙,bamboo fungus,N/A,N/A,good,降低膽固醇的吸收,175,吃對食物健康100分
359,烏骨雞,silkie fowl,蘋果,apple,N/A,N/A,good,除疲勞、肌膚健康,175,吃對食物健康100分
360,烏骨雞,silkie fowl,莧菜,amaranth,N/A,N/A,bad,影響維生素C吸收,175,吃對食物健康100分
361,烏骨雞,silkie fowl,大豆,soybean,N/A,N/A,bad,降低食物營養價值,175,吃對食物健康100分
362,老母鴨,duck,薑,ginger root,N/A,N/A,good,溫暖身體、促進血液循環,177,吃對食物健康100分
363,鴨肉,duck,山藥,chinese yam; common yam,N/A,N/A,good,消除油膩、健脾止渴、固腎益精,177,吃對食物健康100分
364,鴨肉,duck,胡桃,walnut,N/A,N/A,bad,營養相互抵銷,177,吃對食物健康100分
365,鴨肉,duck,鯊肉,shark,N/A,N/A,bad,水腫腹瀉、消化不良,177,吃對食物健康100分
366,鵝肉,goose,花椰菜,broccoli,N/A,N/A,good,減少飲食中膽固醇的吸收,179,吃對食物健康100分
367,鵝肉,goose,紅蘿蔔,carrot,N/A,N/A,good,預防癌症、心臟病、維持眼睛與皮膚健康,179,吃對食物健康100分
368,煙燻鵝肉,smoked goose; smoke goose,啤酒,beer,N/A,N/A,bad,加重肝臟負擔,179,吃對食物健康100分
369,雞肉,chicken,青蔥,scallion; green onion,N/A,N/A,good,維持健康髮膚、提神醒腦,182,吃對食物健康100分
370,雞肉,chicken,青椒,green bell pepper,N/A,N/A,good,防止動脈硬化、保持肌膚健康,182,吃對食物健康100分
371,雞肉,chicken,高麗菜,cabbage,N/A,N/A,good,預防貧血、促進發育,182,吃對食物健康100分
372,雞肉,chicken,香菇,mushroom,N/A,N/A,good,預防中風及大腸癌,182,吃對食物健康100分
373,雞肉,chicken,大蒜,garlic,N/A,N/A,bad,滯氣、造成身體不適,182,吃對食物健康100分
374,雞肉,chicken,芥末,mustard; wasabi; horseradish,N/A,N/A,bad,容易上火、傷元氣,182,吃對食物健康100分
375,鮭魚,salmon,洋蔥,onion,N/A,N/A,good,消除疲勞、養顏美容,185,吃對食物健康100分
376,鮭魚,salmon,豆腐,tofu,N/A,N/A,good,增強腦功能、強化骨骼,185,吃對食物健康100分
377,鮭魚,salmon,菠菜,spinach,N/A,N/A,good,均衡營養、提高免疫力,185,吃對食物健康100分
378,鮭魚,salmon,柿子,persimmon,N/A,N/A,bad,不利蛋白質吸收,185,吃對食物健康100分
379,鮭魚,salmon,生小黃瓜,raw cucumber,N/A,N/A,bad,破壞蛋白質吸收,185,吃對食物健康100分
380,鱸魚,sea bass; seabass; perch; pike; walleye,南瓜,pumpkin,N/A,N/A,good,可預防感冒,187,吃對食物健康100分
381,鱸魚,sea bass; seabass; perch; pike; walleye,紅辣椒,red pepper,N/A,N/A,good,保護眼睛,187,吃對食物健康100分
382,鱸魚,sea bass; seabass; perch; pike; walleye,海帶,kelp,N/A,N/A,good,強化骨骼及牙齒,187,吃對食物健康100分
383,鱸魚,sea bass; seabass; perch; pike; walleye,蛤蜊,clam,N/A,N/A,bad,破壞銅元素的吸收,187,吃對食物健康100分
384,鱸魚,sea bass; seabass; perch; pike; walleye,乳酪,cheese,N/A,N/A,bad,腹瀉,187,吃對食物健康100分
385,鱈魚,cod,牛奶,milk,N/A,N/A,good,補充鈣質的不足,188,吃對食物健康100分
386,鱈魚,cod,南瓜,pumpkin,N/A,N/A,good,預防感冒、肌膚乾裂,188,吃對食物健康100分
387,鱈魚,cod,烤香腸,grilled sausage,N/A,N/A,bad,造成致癌的可能,188,吃對食物健康100分
388,鱈魚,cod,高鹽食物,salty food,N/A,N/A,bad,降低鉀的功效,188,吃對食物健康100分
389,鯧魚,pomfret,牛奶,milk,N/A,N/A,good,促進兒童成長發育,189,吃對食物健康100分
390,鯧魚,pomfret,南瓜,pumpkin,N/A,N/A,good,補充不足營養素,189,吃對食物健康100分
391,鯧魚,pomfret,牛油,beef tallow; beef lard,N/A,N/A,bad,增加膽固醇含量,189,吃對食物健康100分
392,鯧魚,pomfret,溫水,warm water,N/A,N/A,bad,使鮮味消失,189,吃對食物健康100分
393,鮪魚,tuna,山藥,chinese yam; common yam,N/A,N/A,good,預防動脈硬化,191,吃對食物健康100分
394,鮪魚,tuna,花椰菜,broccoli,N/A,N/A,good,有益兒童的成長發育,191,吃對食物健康100分
395,鮪魚,tuna,蘆筍,asparagus,N/A,N/A,good,達到美膚效果,191,吃對食物健康100分
396,鮪魚,tuna,生小黃瓜,raw cucumber,N/A,N/A,bad,破壞蛋白質吸收,191,吃對食物健康100分
397,鮪魚,tuna,葡萄,grape,N/A,N/A,bad,影響蛋白質吸收,191,吃對食物健康100分
398,白帶魚,largehead hairtail,胡蘿蔔,carrot,N/A,N/A,good,提昇記憶力、注意力,192,吃對食物健康100分
399,白帶魚,largehead hairtail,芝麻,sesame seed,N/A,N/A,good,強化骨骼,192,吃對食物健康100分
400,白帶魚,largehead hairtail,牛油,beef tallow; beef lard,N/A,N/A,bad,膽固醇增高,192,吃對食物健康100分
401,白帶魚,largehead hairtail,羊油,mutton fat; mutton oil; lamb fat; lamb oil,N/A,N/A,bad,膽固醇增高,192,吃對食物健康100分
402,白帶魚,largehead hairtail,牛奶,milk,N/A,N/A,bad,破壞鎂的吸收,192,吃對食物健康100分
403,鰻魚,eel,枸杞,goji berry; wolfberry,N/A,N/A,good,預防心血管疾病,193,吃對食物健康100分
404,鰻魚,eel,生蔬菜,raw vegetable,N/A,N/A,good,補充維生素C,193,吃對食物健康100分
405,鰻魚,eel,橘子,mandarin orange; tangerine,N/A,N/A,bad,影響蛋白質吸收,193,吃對食物健康100分
406,鰻魚,eel,牛肝,beef liver,N/A,N/A,bad,引發心血管疾病,193,吃對食物健康100分
407,吳郭魚,tilapia,蔥,scallion; green onion,N/A,N/A,good,滋養強身、穩定精神,195,吃對食物健康100分
408,吳郭魚,tilapia,豆腐,tofu,N/A,N/A,good,減緩更年期不適,195,吃對食物健康100分
409,吳郭魚,tilapia,番茄,tomato,N/A,N/A,good,促進生長、增強記憶,195,吃對食物健康100分
410,吳郭魚,tilapia,菠菜,spinach,N/A,N/A,bad,破壞鈣質的吸收,195,吃對食物健康100分
411,吳郭魚,tilapia,葡萄,grape,N/A,N/A,bad,降低蛋白質吸收,195,吃對食物健康100分
412,石斑,grouper,花椰菜,broccoli,N/A,N/A,good,減緩更年期不適,196,吃對食物健康100分
413,石斑,grouper,牛奶,milk,N/A,N/A,good,強化骨骼、有助發育,196,吃對食物健康100分
414,石斑,grouper,木瓜,papaya,N/A,N/A,good,幫助蛋白質吸收,196,吃對食物健康100分
415,石斑,grouper,柿子,persimmon,N/A,N/A,bad,降低蛋白質吸收,196,吃對食物健康100分
416,鱔魚,asian swamp eel,蓮藕,lotus root,N/A,N/A,good,達到酸鹼平衡,197,吃對食物健康100分
417,鱔魚,asian swamp eel,豆腐,tofu,N/A,N/A,good,鈣質吸收加倍,197,吃對食物健康100分
418,鱔魚,asian swamp eel,狗肉,dog,N/A,N/A,bad,引發熱性疾病,197,吃對食物健康100分
419,鱔魚,asian swamp eel,菠菜,spinach,N/A,N/A,bad,易導致腹瀉,197,吃對食物健康100分
420,螃蟹,crab,蘆筍,asparagus,N/A,N/A,good,強化骨骼及牙齒,199,吃對食物健康100分
421,螃蟹,crab,豆腐,tofu,N/A,N/A,good,恢復體力、防止老化,199,吃對食物健康100分
422,螃蟹,crab,青椒,green bell pepper,N/A,N/A,good,營養均衡、幫助消化,199,吃對食物健康100分
423,螃蟹,crab,茶葉,tea leaf,N/A,N/A,bad,腸蠕動變慢、便秘,199,吃對食物健康100分
424,螃蟹,crab,牡蠣,oyster,N/A,N/A,bad,造成血膽固醇升高,199,吃對食物健康100分
425,蝦,shrimp,南瓜,pumpkin,N/A,N/A,good,預防黑斑及皺紋,202,吃對食物健康100分
426,蝦,shrimp,麵粉料理,flour dish,N/A,N/A,good,消除疲勞、增強體力,202,吃對食物健康100分
427,蝦,shrimp,酪梨,avocado,N/A,N/A,good,預防心血管疾病,202,吃對食物健康100分
428,蝦,shrimp,番茄,tomato,N/A,N/A,good,提昇心臟、肝臟功能,202,吃對食物健康100分
429,蝦,shrimp,木瓜,papaya,N/A,N/A,good,幫助蛋白質吸收,202,吃對食物健康100分
430,蝦,shrimp,柿子,persimmon,N/A,N/A,bad,降低蛋白質吸收、刺激腸胃,202,吃對食物健康100分
431,蝦,shrimp,果汁,juice,N/A,N/A,bad,造成腹漲和腹痛,202,吃對食物健康100分
432,牡蠣,oyster,菠菜,spinach,N/A,N/A,good,減緩更年期不適,203,吃對食物健康100分
433,牡蠣,oyster,牛奶,milk,N/A,N/A,good,強化骨骼、助發育,203,吃對食物健康100分
434,牡蠣,oyster,蠶豆,broad bean,N/A,N/A,bad,降低鋅的吸收,203,吃對食物健康100分
435,牡蠣,oyster,鹽,salt,N/A,N/A,bad,易攝取過量鈉,203,吃對食物健康100分
436,蛤蜊,clam,薑,ginger root,N/A,N/A,good,退火解熱、殺菌,205,吃對食物健康100分
437,蛤蜊,clam,菠菜,spinach,N/A,N/A,good,改善貧血、促進發育,205,吃對食物健康100分
438,蛤蜊,clam,胡蘿蔔,carrot,N/A,N/A,good,保護眼睛、增進視力,205,吃對食物健康100分
439,蛤蜊,clam,牡蠣,oyster,N/A,N/A,bad,破壞鐵的吸收,205,吃對食物健康100分
440,魷魚,squid,辣椒,chili pepper,N/A,N/A,good,均衡營養、幫助消化,206,吃對食物健康100分
441,魷魚,squid,玉米,corn,N/A,N/A,good,提昇維生素B6功效,206,吃對食物健康100分
442,魷魚,squid,茶,tea,N/A,N/A,bad,降低蛋白質吸收,206,吃對食物健康100分
443,魷魚,squid,番茄醬,ketchup,N/A,N/A,bad,加重腎臟負擔,206,吃對食物健康100分
444,透柚,pomelo,南瓜,pumpkin,N/A,N/A,good,護眼、增進視力,207,吃對食物健康100分
445,透柚,pomelo,花椰菜,broccoli,N/A,N/A,good,預防感冒、助消化,207,吃對食物健康100分
446,透柚,pomelo,酸性果汁,acidic juice; sour juice,N/A,N/A,bad,破壞蛋白質吸收,207,吃對食物健康100分
447,螺,winkle fish,胡蘿蔔,carrot,N/A,N/A,good,保護眼睛、增進視力,208,吃對食物健康100分
448,螺,winkle fish,奶油,butter,N/A,N/A,good,促進鈣質吸收,208,吃對食物健康100分
449,螺,winkle fish,橘子,mandarin orange; tangerine,N/A,N/A,bad,影響胃腸消化,208,吃對食物健康100分
450,螺,winkle fish,蛤蜊,clam,N/A,N/A,bad,刺激腸胃、腹瀉,208,吃對食物健康100分
451,九孔,variously coloured abalone,花椰菜,broccoli,N/A,N/A,good,美化皮膚,209,吃對食物健康100分
452,九孔,variously coloured abalone,牛奶,milk,N/A,N/A,good,促進發育、減緩更年期不適,209,吃對食物健康100分
453,九孔,variously coloured abalone,橘子,mandarin orange; tangerine,N/A,N/A,bad,易形成結石,209,吃對食物健康100分
454,九孔,variously coloured abalone,牡蠣,oyster,N/A,N/A,bad,影響鐵質的吸收,209,吃對食物健康100分
455,海參,sea cucumber,羊肉,lamb; mutton,N/A,N/A,good,強身健體、補充體力,210,吃對食物健康100分
456,海參,sea cucumber,木耳,black fungus (wood ear),N/A,N/A,good,有益筋骨、排便,210,吃對食物健康100分
457,海參,sea cucumber,柿子,persimmon,N/A,N/A,bad,腹痛、噁心、嘔吐,210,吃對食物健康100分
458,海帶,kelp,鯛魚,snapper; sea bream,N/A,N/A,good,預防慢性病,211,吃對食物健康100分
459,海帶,kelp,毛豆,edamame,N/A,N/A,good,改善便秘、降血壓,211,吃對食物健康100分
460,海帶,kelp,茶,tea,N/A,N/A,bad,影響鐵、鈣的吸收,211,吃對食物健康100分
461,海帶,kelp,菠菜,spinach,N/A,N/A,bad,易在體內形成結石,211,吃對食物健康100分
462,紫菜,nori,蜂蜜,honey,N/A,N/A,good,有益呼吸道,212,吃對食物健康100分
463,紫菜,nori,烏賊,cuttlefish; squid,N/A,N/A,good,美容、強化體質,212,吃對食物健康100分
464,紫菜,nori,柿子,persimmon,N/A,N/A,bad,影響鈣質吸收,212,吃對食物健康100分
465,紫菜,nori,深色葉菜,dark leafy vegetable,N/A,N/A,bad,易形成結石,212,吃對食物健康100分
466,雞蛋,egg,番茄,tomato,N/A,N/A,good,健美抗癌老,216,吃對食物健康100分
467,雞蛋,egg,蔬菜,vegetable,N/A,N/A,good,促進營養均衡,216,吃對食物健康100分
468,雞蛋,egg,絲瓜,sponge gourd; loofah,N/A,N/A,good,解熱消毒、補血通乳,216,吃對食物健康100分
469,雞蛋,egg,大豆,soybean,N/A,N/A,good,蛋白營養加倍,216,吃對食物健康100分
470,雞蛋,egg,橘子,mandarin orange; tangerine,N/A,N/A,bad,消化不良,216,吃對食物健康100分
471,雞蛋,egg,茶葉,tea leaf,N/A,N/A,bad,影響營養素的吸收,216,吃對食物健康100分
472,雞蛋,egg,味精,MSG,N/A,N/A,bad,影響雞蛋的原味,216,吃對食物健康100分
473,鹹蛋,salted egg,苦瓜,bitter melon; bitter gourd,N/A,N/A,good,提昇鈣質吸收,217,吃對食物健康100分
474,鹹蛋,salted egg,節瓜,jointed wax gourd; zucchini,N/A,N/A,good,消暑、鈣質加倍,217,吃對食物健康100分
475,鹹蛋,salted egg,蔥,scallion; green onion,N/A,N/A,bad,易造成草酸鈣結石,217,吃對食物健康100分
476,鹹蛋,salted egg,碳酸飲料,carbonated drink; carbonate drink,N/A,N/A,bad,影響鈣質吸收,217,吃對食物健康100分
477,皮蛋,century egg; preserved egg; preserve egg,番茄,tomato,N/A,N/A,good,消暑止渴、改善小便黃,218,吃對食物健康100分
478,皮蛋,century egg; preserved egg; preserve egg,青椒,green bell pepper,N/A,N/A,good,促進消化、養顏美容,218,吃對食物健康100分
479,皮蛋,century egg; preserved egg; preserve egg,紅茶,black tea,N/A,N/A,bad,影響鐵質的吸收,218,吃對食物健康100分
480,皮蛋,century egg; preserved egg; preserve egg,貝類,shellfish,N/A,N/A,bad,影響鐵質的吸收,218,吃對食物健康100分
481,冰牛奶,cold milk,蜂蜜,honey,N/A,N/A,good,增強免疫力,219,吃對食物健康100分
482,牛奶,milk,木瓜,papaya,N/A,N/A,good,美容護膚,219,吃對食物健康100分
483,牛奶,milk,韭菜,garlic chive; chinese leek; chinese chive,N/A,N/A,bad,降低鈣質吸收,219,吃對食物健康100分
484,牛奶,milk,酸性果汁,acidic juice; sour juice,N/A,N/A,bad,降低營養價值,219,吃對食物健康100分
485,乳酪,cheese,柑橘類,citrus,N/A,N/A,good,有益鈣質吸收,220,吃對食物健康100分
486,乳酪,cheese,鮭魚,salmon,N/A,N/A,good,強化骨骼及牙齒,220,吃對食物健康100分
